Marca,Modelo,Quilometragem,Cor,Cambio,Combustivel,Portas,Valor_Venda,Idade_Veiculo,Km_por_Ano
Chevrolet,Tracker,154284.0,Vermelho,Manual,Gasolina,4,46313.2,9,15428.4
Chevrolet,Onix,55352.0,Branco,Manual,Gasolina,4,78912.6,2,18450.666666666668
Chevrolet,Tracker,199538.0,Prata,Automático,Gasolina,4,40422.4,5,33256.333333333336
Chevrolet,S10,50985.0,Cinza,Manual,Gasolina,2,62596.0,10,4635.0
Chevrolet,Onix Plus,84059.0,Branco,Manual,Diesel,4,61056.2,7,10507.375
Chevrolet,Tracker,59031.0,Preto,Manual,Flex,4,62894.8,11,4919.25
Chevrolet,Onix,24320.0,Azul,Manual,Flex,4,55644.0,19,1216.0
Chevrolet,Onix,15003.0,Vermelho,Automático,Diesel,2,75688.4,5,2500.5
Chevrolet,S10,196086.0,Cinza,Manual,Flex,2,26900.8,14,13072.4
Chevrolet,S10,89403.0,Vermelho,Manual,Diesel,2,67170.4,2,29801.0
Chevrolet,S10,100838.0,Branco,Automático,Diesel,4,42762.4,21,4583.545454545455
Chevrolet,Onix Plus,142076.0,Azul,Automático,Diesel,2,22604.800000000003,25,5464.461538461538
Chevrolet,Onix Plus,179176.0,Preto,Automático,Diesel,4,24800.800000000003,18,9430.315789473685
Chevrolet,Onix Plus,89362.0,Azul,Manual,Gasolina,2,50164.600000000006,17,4964.555555555556
Chevrolet,Onix,60599.0,Cinza,Manual,Gasolina,2,54049.2,18,3189.4210526315787
Chevrolet,Tracker,79608.0,Cinza,Automático,Diesel,2,31591.4,25,3061.846153846154
Chevrolet,Onix Plus,70031.0,Preto,Automático,Gasolina,4,53627.8,12,5387.0
Chevrolet,S10,176186.0,Vermelho,Automático,Diesel,4,40745.8,9,17618.6
Chevrolet,S10,21366.0,Azul,Automático,Gasolina,4,49220.8,25,821.7692307692307
Chevrolet,Onix,158244.0,Preto,Automático,Gasolina,2,57887.2,2,52748.0
Chevrolet,Onix Plus,75696.0,Prata,Automático,Diesel,4,37885.8,24,3027.84
Chevrolet,Onix Plus,84295.0,Branco,Manual,Diesel,2,39960.0,22,3665.0
Chevrolet,Tracker,50123.0,Vermelho,Automático,Flex,2,51773.4,21,2278.318181818182
Chevrolet,Onix Plus,113732.0,Vermelho,Automático,Gasolina,4,47886.6,15,7108.25
Chevrolet,S10,85808.0,Vermelho,Automático,Diesel,4,35490.399999999994,24,3432.32
Chevrolet,S10,9271.0,Branco,Automático,Diesel,4,45916.8,25,356.5769230769231
Chevrolet,S10,166416.0,Preto,Automático,Gasolina,4,29622.800000000003,18,8758.736842105263
Chevrolet,Onix Plus,86534.0,Cinza,Manual,Gasolina,4,36701.2,22,3762.3478260869565
Chevrolet,Onix,25698.0,Azul,Automático,Gasolina,4,47758.4,25,988.3846153846154
Chevrolet,Onix Plus,92955.0,Azul,Automático,Flex,2,52993.0,12,7150.384615384615
Chevrolet,Onix,96416.0,Prata,Automático,Diesel,4,50723.8,16,5671.529411764706
Chevrolet,S10,138275.0,Cinza,Manual,Diesel,2,42207.0,12,10636.538461538461
Chevrolet,Onix Plus,160989.0,Vermelho,Automático,Diesel,4,31004.2,18,8473.105263157895
Chevrolet,Tracker,168943.0,Cinza,Manual,Gasolina,2,17066.399999999994,23,7039.291666666667
Chevrolet,S10,13696.0,Vermelho,Automático,Flex,4,83156.8,2,4565.333333333333
Chevrolet,Onix Plus,93695.0,Preto,Automático,Flex,2,53327.0,11,7807.916666666667
Chevrolet,Tracker,182652.0,Vermelho,Manual,Flex,4,16091.600000000006,22,7941.391304347826
Chevrolet,Onix Plus,186372.0,Preto,Manual,Diesel,2,29566.6,12,14336.307692307691
Chevrolet,Onix Plus,108262.0,Cinza,Manual,Gasolina,2,48615.6,16,6368.35294117647
Chevrolet,Onix Plus,31461.0,Prata,Manual,Diesel,2,62860.8,13,2247.214285714286
Chevrolet,Onix Plus,82163.0,Azul,Automático,Diesel,2,68891.4,5,13693.833333333334
Chevrolet,Tracker,142157.0,Preto,Automático,Diesel,4,40094.6,15,8884.8125
Chevrolet,Tracker,20098.0,Preto,Manual,Gasolina,4,68675.4,9,2009.8
Chevrolet,Onix,62976.0,Prata,Manual,Diesel,4,65150.8,11,5248.0
Chevrolet,S10,147818.0,Branco,Automático,Flex,4,43131.4,12,11370.615384615385
Chevrolet,Onix,179861.0,Cinza,Manual,Diesel,4,43051.8,7,22482.625
Chevrolet,Onix,171645.0,Branco,Manual,Diesel,4,36563.0,13,12260.357142857143
Chevrolet,Onix Plus,122262.0,Azul,Manual,Diesel,2,37520.6,19,6113.1
Chevrolet,Tracker,181859.0,Branco,Automático,Gasolina,4,38861.2,11,15154.916666666666
Chevrolet,S10,160024.0,Cinza,Manual,Gasolina,4,56715.2,3,40006.0
Chevrolet,Onix,95707.0,Azul,Automático,Gasolina,2,66832.6,4,19141.4
Chevrolet,S10,152473.0,Cinza,Manual,Flex,4,39184.4,15,9529.5625
Chevrolet,Onix Plus,96915.0,Preto,Automático,Gasolina,2,66720.0,5,16152.5
Chevrolet,Tracker,58954.0,Prata,Manual,Gasolina,2,64145.2,6,8422.0
Chevrolet,Onix,86814.0,Azul,Automático,Flex,4,48981.2,17,4823.0
Chevrolet,S10,176549.0,Azul,Manual,Flex,4,40389.2,12,13580.692307692309
Chevrolet,Onix,137858.0,Cinza,Automático,Flex,4,60342.4,4,27571.6
Chevrolet,Onix Plus,181738.0,Cinza,Automático,Diesel,4,49310.4,3,45434.5
Chevrolet,Onix,183863.0,Vermelho,Automático,Flex,4,32600.4,11,15321.916666666666
Chevrolet,Onix,166656.0,Preto,Manual,Diesel,2,22320.8,21,7575.272727272727
Chevrolet,Onix Plus,72740.0,Preto,Automático,Flex,4,48936.0,16,4278.823529411765
Chevrolet,Onix Plus,98202.0,Cinza,Manual,Diesel,2,36173.6,20,4676.285714285715
Chevrolet,Tracker,7011.0,Cinza,Automático,Diesel,4,57947.8,22,304.82608695652175
Chevrolet,S10,176375.0,Cinza,Automático,Flex,2,40939.0,10,16034.09090909091
Chevrolet,Tracker,118160.0,Vermelho,Manual,Gasolina,4,53223.0,6,16880.0
Chevrolet,Onix Plus,146772.0,Azul,Manual,Flex,4,23643.6,22,6381.391304347826
Chevrolet,Onix Plus,97186.0,Cinza,Manual,Flex,2,57644.8,8,10798.444444444445
Chevrolet,Onix Plus,8146.0,Vermelho,Manual,Flex,4,65463.8,17,452.55555555555554
Chevrolet,S10,188603.0,Branco,Manual,Diesel,4,23363.4,17,10477.944444444445
Chevrolet,S10,179121.0,Azul,Manual,Gasolina,2,26372.8,17,9951.166666666666
Chevrolet,Tracker,106355.0,Azul,Automático,Gasolina,2,38336.0,23,4431.458333333333
Chevrolet,S10,184476.0,Azul,Automático,Flex,2,32133.800000000003,11,15373.0
Chevrolet,Onix Plus,8351.0,Branco,Automático,Diesel,2,66051.8,12,642.3846153846154
Chevrolet,Tracker,152996.0,Azul,Automático,Gasolina,2,17471.8,25,5884.461538461538
Chevrolet,S10,104723.0,Azul,Automático,Flex,4,51678.4,14,6981.533333333334
Chevrolet,Onix Plus,8624.0,Vermelho,Manual,Gasolina,2,80126.2,3,2156.0
Chevrolet,Tracker,141527.0,Branco,Automático,Diesel,2,37034.600000000006,16,8325.117647058823
Chevrolet,Tracker,21622.0,Azul,Automático,Gasolina,4,68457.6,11,1801.8333333333333
Chevrolet,Onix Plus,21487.0,Azul,Manual,Gasolina,4,54437.6,22,934.2173913043479
Chevrolet,Tracker,23014.0,Cinza,Automático,Gasolina,2,51552.2,23,958.9166666666666
Chevrolet,Onix Plus,196326.0,Azul,Manual,Gasolina,2,35020.8,10,17847.81818181818
Chevrolet,S10,46390.0,Vermelho,Manual,Diesel,4,45842.0,25,1784.2307692307693
Chevrolet,S10,42588.0,Preto,Manual,Diesel,4,74756.4,7,5323.5
Chevrolet,Onix Plus,190697.0,Prata,Manual,Diesel,2,32863.6,15,11918.5625
Chevrolet,Onix,109734.0,Cinza,Manual,Gasolina,2,55314.2,10,9975.818181818182
Chevrolet,S10,70803.0,Cinza,Manual,Diesel,4,54814.4,17,3933.5
Chevrolet,Onix,182694.0,Prata,Automático,Gasolina,2,44286.2,4,36538.8
Chevrolet,Tracker,19348.0,Preto,Automático,Flex,4,54850.4,19,967.4
Chevrolet,Tracker,50022.0,Vermelho,Manual,Diesel,2,47690.6,23,2084.25
Chevrolet,Onix Plus,140605.0,Branco,Manual,Gasolina,2,24319.000000000004,22,6113.260869565217
Chevrolet,Onix Plus,150320.0,Azul,Manual,Flex,4,54484.0,6,21474.285714285714
Chevrolet,S10,176016.0,Vermelho,Automático,Flex,4,13744.800000000005,24,7040.64
Chevrolet,Onix Plus,2292.0,Cinza,Automático,Flex,4,78058.6,5,382.0
Chevrolet,S10,161657.0,Prata,Manual,Gasolina,2,48568.6,9,16165.7
Chevrolet,S10,145219.0,Prata,Automático,Gasolina,2,41541.2,10,13201.727272727272
Chevrolet,Tracker,78868.0,Azul,Automático,Flex,4,56585.4,10,7169.818181818182
Chevrolet,S10,193101.0,Vermelho,Automático,Gasolina,2,51227.8,3,48275.25
Chevrolet,Onix,150362.0,Branco,Automático,Diesel,2,19414.6,24,6014.48
Chevrolet,Onix,155750.0,Cinza,Automático,Gasolina,4,35901.0,17,8652.777777777777
Chevrolet,Onix,148192.0,Branco,Manual,Diesel,2,31155.6,18,7799.578947368421
Chevrolet,S10,65763.0,Vermelho,Automático,Flex,4,39010.4,24,2630.52
Chevrolet,Onix,106297.0,Vermelho,Automático,Diesel,4,55534.600000000006,7,13287.125
Chevrolet,S10,160100.0,Preto,Automático,Diesel,4,36777.0,11,13341.666666666666
Chevrolet,Onix,178783.0,Cinza,Automático,Diesel,4,48940.4,3,44695.75
Chevrolet,Onix Plus,13617.0,Prata,Manual,Flex,4,63760.6,15,851.0625
Chevrolet,Onix,96729.0,Preto,Manual,Flex,4,66678.2,2,32243.0
Chevrolet,Onix Plus,15205.0,Branco,Automático,Gasolina,2,69562.0,11,1267.0833333333333
Chevrolet,Onix,108502.0,Preto,Automático,Diesel,4,38676.600000000006,19,5425.1
Chevrolet,Tracker,105182.0,Preto,Manual,Gasolina,4,40242.6,19,5259.1
Chevrolet,Onix Plus,59413.0,Branco,Manual,Diesel,2,55623.4,16,3494.8823529411766
Chevrolet,S10,154176.0,Cinza,Automático,Flex,4,24539.800000000003,22,6703.304347826087
Chevrolet,Tracker,1144.0,Branco,Manual,Diesel,2,77800.2,7,143.0
Chevrolet,Tracker,88966.0,Cinza,Automático,Diesel,4,42300.8,22,3868.086956521739
Chevrolet,S10,76206.0,Vermelho,Automático,Flex,4,54633.8,10,6927.818181818182
Chevrolet,Onix,62280.0,Preto,Manual,Flex,4,58592.0,10,5661.818181818182
Chevrolet,S10,197619.0,Vermelho,Manual,Flex,4,37485.2,7,24702.375
Chevrolet,Tracker,26719.0,Prata,Manual,Diesel,4,54572.2,22,1161.695652173913
Chevrolet,Onix Plus,203.0,Prata,Automático,Diesel,4,80329.4,3,50.75
Chevrolet,Tracker,180040.0,Azul,Automático,Gasolina,2,21319.0,23,7501.666666666667
Chevrolet,Tracker,150634.0,Cinza,Manual,Flex,2,26024.200000000004,21,6847.0
Chevrolet,Tracker,99456.0,Cinza,Automático,Flex,2,44531.8,18,5234.526315789473
Chevrolet,Onix Plus,95981.0,Prata,Automático,Flex,4,59075.8,6,13711.57142857143
Chevrolet,Onix,20469.0,Cinza,Automático,Gasolina,2,73617.2,9,2046.9
Chevrolet,Onix Plus,192372.0,Branco,Manual,Gasolina,4,24905.6,19,9618.6
Chevrolet,Onix Plus,89854.0,Prata,Manual,Gasolina,4,36219.2,23,3743.9166666666665
Chevrolet,Onix Plus,61716.0,Azul,Manual,Diesel,2,53559.8,15,3857.25
Chevrolet,Onix Plus,47196.0,Prata,Manual,Diesel,2,70680.8,8,5244.0
Chevrolet,S10,103116.0,Cinza,Manual,Diesel,2,43488.8,20,4910.285714285715
Chevrolet,Onix,57970.0,Vermelho,Manual,Gasolina,4,57913.0,15,3623.125
Chevrolet,Tracker,172507.0,Cinza,Automático,Flex,2,28686.6,15,10781.6875
Chevrolet,Onix,18808.0,Branco,Automático,Gasolina,4,67047.4,12,1446.7692307692307
Chevrolet,Onix,121522.0,Azul,Automático,Diesel,2,64758.6,3,30380.5
Chevrolet,Onix Plus,14560.0,Preto,Manual,Diesel,4,53488.0,21,661.8181818181819
Chevrolet,Tracker,98042.0,Azul,Manual,Gasolina,2,38820.6,24,3921.68
Chevrolet,Tracker,64853.0,Cinza,Manual,Gasolina,2,70175.4,6,9264.714285714286
Chevrolet,Onix Plus,50217.0,Branco,Manual,Gasolina,4,80049.6,2,16739.0
Chevrolet,Tracker,146528.0,Azul,Automático,Diesel,2,24195.4,23,6105.333333333333
Chevrolet,Onix,18228.0,Azul,Manual,Flex,4,53716.4,22,792.5217391304348
Chevrolet,Tracker,9952.0,Vermelho,Automático,Flex,4,83949.6,3,2488.0
Chevrolet,Tracker,53602.0,Azul,Manual,Diesel,2,46527.6,19,2680.1
Chevrolet,Onix,13410.0,Preto,Automático,Diesel,4,72201.0,9,1341.0
Chevrolet,S10,11179.0,Prata,Manual,Flex,4,73657.2,7,1397.375
Chevrolet,Onix Plus,128500.0,Prata,Manual,Flex,2,31708.0,21,5840.909090909091
Chevrolet,Onix Plus,1063.0,Vermelho,Manual,Diesel,4,88726.4,2,354.3333333333333
Chevrolet,S10,180174.0,Azul,Manual,Diesel,4,14246.199999999995,24,7206.96
Chevrolet,Onix,128667.0,Prata,Manual,Diesel,2,61103.6,2,42889.0
Chevrolet,S10,132744.0,Azul,Automático,Gasolina,2,41948.2,12,10211.076923076924
Chevrolet,Onix,197009.0,Azul,Manual,Flex,2,36413.2,11,16417.416666666668
Chevrolet,Tracker,145737.0,Prata,Automático,Gasolina,4,56672.600000000006,2,48579.0
Chevrolet,S10,155867.0,Preto,Automático,Gasolina,4,44203.600000000006,9,15586.7
Chevrolet,S10,139585.0,Prata,Manual,Diesel,4,30920.0,19,6979.25
Chevrolet,S10,34604.0,Vermelho,Manual,Flex,4,74777.2,8,3844.8888888888887
Chevrolet,Tracker,30029.0,Preto,Manual,Gasolina,4,61145.2,13,2144.9285714285716
Chevrolet,Tracker,188445.0,Azul,Automático,Gasolina,2,17189.0,22,8193.260869565218
Chevrolet,S10,118156.0,Azul,Manual,Flex,2,45740.8,14,7877.066666666667
Chevrolet,Onix,37394.0,Prata,Automático,Diesel,2,52708.2,17,2077.4444444444443
Chevrolet,Onix,107301.0,Azul,Manual,Flex,2,65060.8,4,21460.2
Chevrolet,S10,109460.0,Branco,Automático,Gasolina,4,49290.0,13,7818.571428571428
Chevrolet,S10,18426.0,Branco,Automático,Flex,4,82939.8,4,3685.2
Chevrolet,S10,5150.0,Azul,Manual,Gasolina,2,51537.0,24,206.0
Chevrolet,Onix Plus,35394.0,Branco,Manual,Flex,4,63097.2,10,3217.6363636363635
Chevrolet,Tracker,159401.0,Prata,Manual,Flex,4,24520.8,20,7590.523809523809
Chevrolet,Onix Plus,136354.0,Branco,Automático,Gasolina,2,46255.2,9,13635.4
Chevrolet,Onix,133009.0,Prata,Automático,Gasolina,4,32712.200000000004,20,6333.761904761905
Chevrolet,Onix,183406.0,Cinza,Manual,Gasolina,2,16868.799999999996,25,7054.076923076923
Chevrolet,Tracker,65059.0,Preto,Manual,Diesel,4,47976.2,22,2828.6521739130435
Chevrolet,Onix Plus,140631.0,Vermelho,Automático,Gasolina,2,61104.8,3,35157.75
Chevrolet,S10,12778.0,Branco,Automático,Flex,2,67229.4,11,1064.8333333333333
Chevrolet,S10,182678.0,Azul,Automático,Flex,4,47524.4,2,60892.666666666664
Chevrolet,S10,55600.0,Cinza,Automático,Diesel,4,48506.0,19,2780.0
Chevrolet,Onix,86356.0,Cinza,Automático,Diesel,4,57555.8,8,9595.111111111111
Chevrolet,Tracker,1986.0,Prata,Manual,Flex,2,50925.8,25,76.38461538461539
Chevrolet,Tracker,125688.0,Branco,Manual,Diesel,4,52781.4,11,10474.0
